Unnamed: 0,label,message,msg_new
10172,-1,晚期ALS患者通常会出现吞咽困难,晚期 ALS 患者 通常 会 出现 吞咽困难
11265,-1,而一首“LettertothePresident”让他们有了自己的名声,而 一首 “ LettertothePresident ” 让 他们 有 了 自己 的 名声
10537,-1,柠檬蜂蜜茶的做法：将柠檬切片,柠檬 蜂蜜 茶 的 做法 ： 将 柠檬 切片
1013,-1,经营短期周转，月1.5起，3~6个月。银行，年7起。5~30年。直向金融。张经理 15618036640 陆家嘴 浦东南路,经营 短期 周转 ， 月 1.5 起 ， 3 ~ 6 个 月 。 银行 ， 年 7 起 。 5 ~ 30 年 。 直向 金融 。 张 经理   15618036640   陆家嘴   浦东南路
10937,-1,保证；别墅样板房体验区设计效果呈现；专享星杰供应商x大主材，xx多种一线品牌开年钜惠；涵软装、园林全案设计私宅定制。一站式感受星杰别墅,保证 ； 别墅 样板房 体验 区 设计 效果 呈现 ； 专享 星杰 供应商 x 大主材 ， xx 多种 一线品牌 开年钜惠 ； 涵软装 、 园林 全案 设计 私宅 定制 。 一站式 感受 星杰 别墅
10797,-1,我翻到一条133好几年前关于研究生英语的微博,我 翻到 一条 133 好几年 前 关于 研究生 英语 的 微博
10513,-1,不在乎你的话你被轮奸了都和我没一点蛋关系,不在乎 你 的话 你 被 轮奸 了 都 和 我 没 一点 蛋 关系
1199,-1,不京津冀,不 京津冀
10399,-1,只有非完全民事行为能力的人家属才有法律权限签字捐献遗体的,只有 非 完全 民事行为 能力 的 人 家属 才 有 法律 权限 签字 捐献 遗体 的
11383,-1,财富之路你是否与我一起同行,财富 之路 你 是否 与 我 一起 同行
10258,-1,使用KinectOne不但能够为玩家带来更加丰富的游戏体验,使用 KinectOne 不但 能够 为 玩家 带来 更加 丰富 的 游戏 体验
10337,-1,支持杰娜用法律手段解决这些不实的谣言,支持 杰娜 用 法律手段 解决 这些 不实 的 谣言
10971,-1,苏州今天又刮风又下雨了一整天,苏州 今天 又 刮风 又 下雨 了 一整天
10917,-1,感觉他们每次下飞机都是场战争,感觉 他们 每次 下 飞机 都 是 场 战争
10041,-1,看花千骨刷评论刷到这个我hhhhhhhhh,看花 千骨刷 评论 刷到 这个 我 hhhhhhhhh
11324,-1,许多朋友的相识以后十有八九不会再次相见,许多 朋友 的 相识 以后 十有八九 不会 再次 相见
11561,-1,中国好声音的文案烂得像运动会的广播稿,中国 好 声音 的 文案 烂 得 像 运动会 的 广播稿
10285,-1,但研究生毕业必须回省工作四年,但 研究生 毕业 必须 回省 工作 四年
10958,-1,询问近期是否有新的Windowsxx预览版发布,询问 近期 是否 有 新 的 Windowsxx 预览版 发布
1026,-1,错过5天，后悔全年，新玛特“中国黄金”全线饰品新款到货，每克仅349.9元，超值秒杀，最后机会，详询3326366【新玛特百泰首饰】,错过 5 天 ， 后悔 全年 ， 新玛特 “ 中国 黄金 ” 全线 饰品 新款 到货 ， 每克 仅 349.9 元 ， 超值 秒杀 ， 最后 机会 ， 详询 3326366 【 新玛 特百泰 首饰 】
10610,-1,Yahoo第二季营收成长幅度创近九年来新高,Yahoo 第二季 营收 成长 幅度 创近 九年 来 新高
11055,-1,它对人体许多系统的疾病都能产生直接的影响,它 对 人体 许多 系统 的 疾病 都 能 产生 直接 的 影响
10158,-1,昨晚看到南京夫子庙来燕路一群男汉穿个短裤光脚光身子从我身旁走过,昨晚 看到 南京 夫子庙 来燕路 一群 男汉 穿个 短裤 光脚 光 身子 从 我 身旁 走过
10274,-1,并于7月14日中午12时前到校办理注册报到手续,并于 7 月 14 日 中午 12 时前 到校 办理 注册 报 到 手续
10563,-1,七台河电视台x.xx企业形象展播，综合频道、公共频道黄金时段全天共xx次滚动播出！时间xx天！费用xxxx元！价格史无前例，机会不容错过！想提高你的企业形象，我们为您构建平台！联系电话：xxxxxxxxxxx马连会,七台河 电视台 x . xx 企业形象 展播 ， 综合 频道 、 公共频道 黄金 时段 全天 共 xx 次 滚动 播出 ！ 时间 xx 天 ！ 费用 xxxx 元 ！ 价格 史无前例 ， 机会 不 容错过 ！ 想 提高 你 的 企业形象 ， 我们 为 您 构建 平台 ！ 联系电话 ： xxxxxxxxxxx 马连会
1179,-1,"[艺龙]您预订的速8酒店（锦州和平路火车站店）订单已提交,我们将尽量于1小时内通知您确认结果,请您耐心等待","[ 艺龙 ] 您 预订 的 速 8 酒店 （ 锦州 和平路 火车站 店 ） 订单 已 提交 , 我们 将 尽量 于 1 小时 内 通知 您 确认 结果 , 请 您 耐心 等待"
10961,-1,一定会发现超市里避孕套一般是和口香糖摆在收银台旁边的,一定 会 发现 超市 里 避孕套 一般 是 和 口香糖 摆在 收银台 旁边 的
11006,-1,iPhone将会自动拨出紧急电话,iPhone 将会 自动 拨 出 紧急 电话
10514,-1,我们拥有最成熟的谷歌后台广告优化经验,我们 拥有 最 成熟 的 谷歌 后台 广告 优化 经验
10155,-1,报名时间：即日至2015年8月11日下午16,报名 时间 ： 即日 至 2015 年 8 月 11 日 下午 16
11598,-1,难道质疑别人只需要上嘴唇下嘴唇一碰就行了,难道 质疑 别人 只 需要 上 嘴唇 下 嘴唇 一碰 就行了
10270,-1,只能住郊到区医院任人宰割了,只能 住郊 到 区 医院 任人宰割 了
10834,-1,在booking和agoda来回切换了一个上午手机可以煎鸡蛋了…,在 booking 和 agoda 来回 切换 了 一个 上午 手机 可以 煎 鸡蛋 了 …
11618,-1,确实是有很多不足以及贪官污吏,确实 是 有 很多 不足 以及 贪官污吏
11039,-1,这是今年凯撒旅游继开通北京=伯明翰直航线路之后,这是 今年 凯撒 旅游 继 开通 北京 = 伯明翰 直航 线路 之后
11694,-1,想看的坐地铁1号线南延线到河定桥站,想 看 的 坐地铁 1 号线 南延线 到 河定 桥 站
11275,-1,“为人民服务”中基本没有人民,“ 为 人民 服务 ” 中 基本 没有 人民
11768,-1,北京地铁5号线有一对双胞胎在地铁上乞讨,北京地铁 5 号线 有 一对 双胞胎 在 地铁 上 乞讨
10457,-1,南京南站一幅地块起拍楼面价逼近该区域地王价,南京 南站 一幅 地块 起 拍 楼面 价 逼近 该 区域 地 王价
11224,-1,在欧洲旅游最痛苦的就是群里聊得火热的时候自己景点到处跑,在 欧洲 旅游 最 痛苦 的 就是 群里 聊得 火热 的 时候 自己 景点 到处跑
10205,-1,G2501南京绕城高速由南京四桥往南京三桥方向南京三桥段,G2501 南京 绕城 高速 由 南京 四桥 往 南京 三桥 方向 南京 三桥 段
11638,-1,”普通人：“房产、地皮、豪车、游艇、专机、名牌、帅锅、美女、上街撒钱玩……”强迫症患者：“还想要一块钱,” 普通人 ： “ 房产 、 地皮 、 豪车 、 游艇 、 专机 、 名牌 、 帅锅 、 美女 、 上街 撒钱 玩 … … ” 强迫症 患者 ： “ 还 想要 一块钱
10440,-1,林大恩才是那样的一家人住一个四十平米的三角塔楼里旁边就是垃圾站杀人偿命判刑死刑马明辉也是一家人住一个六十平米的杀人偿命判刑死刑,林 大恩 才 是 那样 的 一家人 住 一个四十 平米 的 三角 塔楼 里 旁边 就是 垃圾站 杀人偿命 判刑 死刑 马明辉 也 是 一家人 住 一个六十 平米 的 杀人偿命 判刑 死刑
10602,-1,将从xxxx年秋季开始量产用于汽车车载导航系统等的新型触摸面板,将 从 xxxx 年 秋季 开始 量产 用于 汽车 车载 导航系统 等 的 新型 触摸 面板
11212,-1,我在肯德基太仓浏河店签到：,我 在 肯德基 太仓 浏河 店 签到 ：
10986,-1,租房的居多……”然后嘣一声就倒地了,租房 的 居多 … … ” 然后 嘣 一声 就 倒地 了
11335,-1,DORA是一款JeongYong设计的CD播放器,DORA 是 一款 JeongYong 设计 的 CD 播放器
1164,-1,人生“三件事不能硬撑”：花钱、喝酒、看病；人生“三件事不能硬等”：孝老、行善、健身；人生“学说三句话”：算了、不要紧、会过去的！,人生 “ 三件 事 不能 硬撑 ” ： 花钱 、 喝酒 、 看病 ； 人生 “ 三件 事 不能 硬 等 ” ： 孝老 、 行善 、 健身 ； 人生 “ 学说 三句话 ” ： 算了 、 不要紧 、 会 过去 的 ！
11503,-1,岂不是有一种被强奸的感觉么,岂 不是 有 一种 被 强奸 的 感觉 么
1160,-1,您好：距离本月抽奖还有一周，现回复A加入联通彩信俱乐部（5元/月，本月免费）转发彩信即可赢取4999元现金和话费，询09916124248,您好 ： 距离 本月 抽奖 还有 一周 ， 现 回复 A 加入 联通 彩信 俱乐部 （ 5 元 / 月 ， 本月 免费 ） 转 发彩信 即可 赢取 4999 元 现金 和 话费 ， 询 09916124248
1093,-1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,有人 富贵 有人 平凡 ， 想 知道 你 命里 有 几座 金山 ？ 想 看 你 今年 是否 命犯 桃花 ？ 回 21 加 8 位 出生日期 （ 如 2119810527 ） 生活 娱乐 为 您 探知 蛇 年 开运 法 2
1005,-1,收到一条未读彩信，信箱下载查收地址：http://inckias.com/v,收到 一条 未读 彩信 ， 信箱 下载 查收 地址 ： http : / / inckias . com / v
11089,-1,2015各省高考志愿填报也正在举行,2015 各省 高考 志愿 填报 也 正在 举行
10138,-1,但深知诚信为本的创业妈妈很高兴在此平台与你相遇,但 深知 诚信为本 的 创业 妈妈 很 高兴 在 此 平台 与 你 相遇
10621,-1,xxxx南通机场新增多条航线你想飞哪里就开通哪里,xxxx 南通 机场 新增 多条 航线 你 想 飞 哪里 就 开通 哪里
10885,-1,而高新区针对金融业、战略性新兴产业、总部经济、商务服务业等行业的扶持政策,而 高新区 针对 金融业 、 战略性 新兴产业 、 总部 经济 、 商务 服务业 等 行业 的 扶持 政策
1058,-1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn,【 联通 热门 应用 推荐 】 疯狂 斗地主 ( 赢奖 ) ― ― 网络 真人 对 战斗 地主 ， 体验 秒杀 对方 的 快感 ！ 免费 下载 : http : / / wostore . cn / I3IRFn
11615,-1,父母基因是否正常将直接影响到孩子的健康,父母 基因 是否 正常 将 直接 影响 到 孩子 的 健康
10169,-1,今天又去抗了十四副中药回来,今天 又 去 抗 了 十四 副 中药 回来
11034,-1,万力可订购中心！为回馈新老客户现订购一周期x盒xxx元，二周期xx盒xxxx元，三周期xx盒xxxx元x天无效全额退款，正品保证支持开箱验货，货到付款！订购请致电或短信至xxxxxxxxxxx杨经理。祝您生活愉快！,万力 可 订购 中心 ！ 为 回馈 新 老客户 现 订购 一 周期 x 盒 xxx 元 ， 二 周期 xx 盒 xxxx 元 ， 三 周期 xx 盒 xxxx 元 x 天 无效 全额 退款 ， 正品 保证 支持 开箱 验货 ， 货到付款 ！ 订购 请 致电 或 短信 至 xxxxxxxxxxx 杨经理 。 祝您 生活 愉快 ！
1146,-1,。热线：8939 8555 网址：www.xian86.com QQ:800006298 地址：高新四路城市皇冠【高新九龙男科】,。 热线 ： 8939   8555   网址 ： www . xian86 . com   QQ : 800006298   地址 ： 高新 四路 城市 皇冠 【 高新 九龙 男科 】
10492,-1,从股票涨停聊到我未来是否有能力给孩子买房,从 股票 涨停 聊到 我 未来 是否 有 能力 给 孩子 买房
10388,-1,广东新明珠陶瓷集团有限公司喜获2015年广东省企业500强称号,广东 新 明珠 陶瓷 集团 有限公司 喜获 2015 年 广东省 企业 500 强 称号
1144,-1,"【京东】尊敬的客户，我们已将服务单137101910处理完成，请您登录“返修/退换货”进行评价，若有疑问请您选择未解决""，我们会尽快给您回复。""","【 京东 】 尊敬 的 客户 ， 我们 已 将 服务 单 137101910 处理 完成 ， 请 您 登录 “ 返修 / 退换货 ” 进行 评价 ， 若有 疑问请 您 选择 未 解决 "" ， 我们 会 尽快 给 您 回复 。 """
11560,-1,插肩袖的设计比较有时尚感,插 肩袖 的 设计 比较 有 时尚 感
11256,-1,取汁后再加水xxxx毫升煎至xxxx毫升,取汁 后 再 加水 xxxx 毫升 煎 至 xxxx 毫升
11413,-1,浙江省温州分公司来讯：13号台风苏迪罗登陆温州发布黄色预警,浙江省 温州 分公司 来讯 ： 13 号 台风 苏迪罗 登陆 温州 发布 黄色 预警
11732,-1,用LATOJA就按摩几秒钟马上细纹啥的都少了淡了,用 LATOJA 就 按摩 几秒钟 马上 细纹 啥 的 都 少 了 淡 了
10824,-1,朝阳法院首对强奸男性者追究刑责,朝阳 法院 首 对 强奸 男性 者 追究 刑责
10495,-1,发现手机并没关机但无人接听,发现 手机 并 没 关机 但 无人 接听
11567,-1,医生开过三个月复可托说是增强抵抗力的,医生 开 过 三个 月 复可托 说 是 增强 抵抗力 的
1190,-1,首 付9万抢公 寓！新客站核心，隔霾精装公 寓，地铁直达，投資首选，即买即升值！开 盘热 销中【朝外中心】68030666/777,首   付 9 万 抢公   寓 ！ 新 客站 核心 ， 隔霾 精装 公   寓 ， 地铁 直达 ， 投資 首选 ， 即 买 即 升值 ！ 开   盘热   销中 【 朝外 中心 】 68030666 / 777
10379,-1,相信只要你进入阿里巴巴国际站,相信 只要 你 进入 阿里巴巴 国际 站
11613,-1,祝哥节日快乐，备注（兄弟已换单位）渤海明珠商务会所、x号开业买一箱送一箱、谢谢……王焕,祝哥 节日快乐 ， 备注 （ 兄弟 已换 单位 ） 渤海 明珠 商务 会 所 、 x 号 开业 买 一箱 送 一箱 、 谢谢 … … 王焕
10226,-1,秦淮城管部门表示已向万邦4S店下达整改通知书,秦淮 城管 部门 表示 已 向 万邦 4S店 下达 整改 通知书
10196,-1,这种人被称为“shortsleeper”,这种 人 被 称为 “ shortsleeper ”
11352,-1,我等x分钟后看你没事我再吃……”,我 等 x 分钟 后 看 你 没事 我 再 吃 … … ”
11031,-1,值此元宵佳节，预祝您和家人生活愉快，工作顺利。x月居众装饰集团将举行签单送主材的大型优惠活动，敬请关注，垂询xxxxxxxxxxx居众-匡工,值此 元宵 佳节 ， 预祝 您 和 家人 生活 愉快 ， 工作 顺利 。 x 月 居众 装饰 集团 将 举行 签单 送主材 的 大型 优惠活动 ， 敬请 关注 ， 垂询 xxxxxxxxxxx 居众 - 匡工
11358,-1,HTC股票周五跌停股价创十年新低,HTC 股票 周五 跌停 股价 创 十年 新低
11353,-1,看來weibo真的只有不要臉才能做營銷賬號,看來 weibo 真的 只有 不要 臉 才能 做營銷 賬號
10208,-1,只是客户不满意你的设计作品,只是 客户 不 满意 你 的 设计 作品
11526,-1,AmazonSDEII包含MSFTSDEII…,AmazonSDEII 包含 MSFTSDEII …
11409,-1,作为俄罗斯本土投资最大的动画片,作为 俄罗斯 本土 投资 最大 的 动画片
11512,-1,毫不犹豫的提前把设计费给我,毫不犹豫 的 提前 把 设计费 给 我
1128,-1,"“2013海外顶尖名校招生展”于5月25日隆重举办！美、加、英、澳35所顶尖院校现场招生,多场名家精彩讲座！报名免票4008088121","“ 2013 海外 顶尖 名校 招生 展 ” 于 5 月 25 日 隆重 举办 ！ 美 、 加 、 英 、 澳 35 所 顶尖 院校 现场 招生 , 多场 名家 精彩 讲座 ！ 报名 免票 4008088121"
10546,-1,亚马逊FBA头程及报关报检业务,亚马逊 FBA 头程 及 报关 报检 业务
10131,-1,就带了十一块现金就来了苏州,就 带 了 十一块 现金 就 来 了 苏州
10022,-1,微软为了重新争夺移动市场份额,微软 为了 重新 争夺 移动 市场份额
11635,-1,奥拉维尔·埃利亚松：论颜色与感知|建筑学院奥拉维尔·埃利亚松：论颜色与感知,奥 拉维尔 · 埃利亚 松 ： 论 颜色 与 感知 | 建筑 学院 奥 拉维尔 · 埃利亚 松 ： 论 颜色 与 感知
1014,-1,【当当网】您的订单已由海外环球配送，如有疑问致电[白艳波][18911288685 ]，投诉电话：01058103802回复TD退订,【 当当网 】 您 的 订单 已 由 海外 环球 配送 ， 如 有 疑问 致电 [ 白艳波 ] [ 18911288685   ] ， 投诉 电话 ： 01058103802 回复 TD 退订
11164,-1,常熟的微友都加微信号wzj0512001,常熟 的 微友 都 加微 信号 wzj0512001
11218,-1,实付金额满xxx元送晴雨伞x把,实付 金额满 xxx 元 送 晴雨伞 x 把
11135,-1,大哥，您好，我是福建茶厂的小邱，现在年后新上一批新茶，现在购买的话一律按原价给您哦，数量有限哦，忘大哥多多支持小邱哦在这祝您羊年大吉，万事如意联系电话xxxxxxxxxxx,大哥 ， 您好 ， 我 是 福建 茶厂 的 小 邱 ， 现在 年 后 新 上 一批 新茶 ， 现在 购买 的话 一律 按 原价 给 您 哦 ， 数量 有限 哦 ， 忘 大哥 多多 支持 小 邱 哦 在 这 祝您 羊年 大吉 ， 万事如意 联系电话 xxxxxxxxxxx
11451,-1,41岁的徐静蕾坦承：为了给自己留下成为母亲的机会,41 岁 的 徐静蕾 坦承 ： 为了 给 自己 留下 成为 母亲 的 机会
10878,-1,承诺价格好过年初任何活动买贵补差，签到即送精美磨砂杯，订车直送xxxx元大礼，再有液晶电视等等数万奖品等您抽取，百分百中奖。地铁x号线,承诺 价格 好过 年初 任何 活动 买贵 补差 ， 签到 即 送 精美 磨砂 杯 ， 订车 直送 xxxx 元 大礼 ， 再有 液晶电视 等等 数万 奖品 等 您 抽取 ， 百分百 中奖 。 地铁 x 号线
10472,-1,有人说最失败的情商就是IBM,有人 说 最 失败 的 情商 就是 IBM
11573,-1,"""尊敬的客户:您正在为住房装修发愁吗？我行现已推出个贷新产品""""薪保贷""""""",""" 尊敬 的 客户 : 您 正在 为 住房 装修 发愁 吗 ？ 我行 现已 推出 个贷 新 产品 "" "" 薪保贷 "" "" """
10660,-1,两天两夜的昆山短途度假开始啦,两天 两夜 的 昆山 短途 度假 开始 啦
10826,-1,让生命是从衰老腐败走向年轻鲜活然后死亡…,让 生命 是从 衰老 腐败 走向 年轻 鲜活 然后 死亡 …
11062,-1,哥哥您好！我是华宁装饰健康家装管家—小石（石毅容）公司有相同户型及效果图参考，免费提供装修咨询，并且公司正在打造实景样板房，欢迎您及家,哥哥 您好 ！ 我 是 华宁 装饰 健康 家装 管家 — 小石 （ 石毅容 ） 公司 有 相同 户型 及 效果图 参考 ， 免费 提供 装修 咨询 ， 并且 公司 正在 打造 实景 样板房 ， 欢迎您 及家
1025,-1,抵制非法融资，拒绝高利诱惑，合理投资理财，创造美好生活，发展实体经济，共建和谐社会。（庆阳市金融风险分析与处置领导小组办公室）,抵制 非法 融资 ， 拒绝 高利 诱惑 ， 合理 投资 理财 ， 创造 美好生活 ， 发展 实体 经济 ， 共建 和谐社会 。 （ 庆阳市 金融风险 分析 与 处置 领导小组 办公室 ）
11098,-1,抢夺了CNN和BBC的新闻资源,抢夺 了 CNN 和 BBC 的 新闻 资源
10032,-1,處理一塲規模不算大的疫情都笨手笨腳,處理 一 塲 規 模 不算 大 的 疫情 都 笨手 笨腳
11437,-1,这个率直的扬州小伙儿现场拿来了征婚支架,这个 率直 的 扬州 小伙儿 现场 拿来 了 征婚 支架
10858,-1,整理附上精美的苏州园林图集,整理 附上 精美 的 苏州园林 图集
11771,-1,关于一瘦中药减肥胶囊：1你们家的药真的有那么好吗,关于 一瘦 中药 减肥 胶囊 ： 1 你们 家 的 药 真的 有 那么 好 吗
10296,-1,给大家分享“Flash入门到精修教学集合等”文件,给 大家 分享 “ Flash 入门 到 精修 教学 集合 等 ” 文件
11379,-1,06年战时儿童保育院在南京开会庆祝成立68周年纪念时,06 年 战时 儿童 保育院 在 南京 开会 庆祝 成立 68 周年纪念 时
10762,-1,我们为您设计的卫生间很是简约,我们 为 您 设计 的 卫生间 很 是 简约
10577,-1,百度网盘资源分享达200G以上,百度网 盘 资源 分享 达 200G 以上
10675,-1,如同所有网络上举报材料一样,如同 所有 网络 上 举报 材料 一样
10710,-1,2014年钱塘江管理局嘉兴管理处全年共观测到交叉潮18次,2014 年 钱塘江 管理局 嘉兴 管理处 全年 共 观测 到 交叉 潮 18 次
10182,-1,8月8日锁定长江凯迪拉克携手汽车之家打造的“南通首届万人购车惠”,8 月 8 日 锁定 长江 凯迪拉克 携手 汽车 之 家 打造 的 “ 南通 首届 万人 购车 惠 ”
1027,-1,陈宇：25日中华路岛内价广场疯抢创维50寸3DLED补贴价3998元，购4K极清或高清一体机送千元豪礼，询8650335【创维集团】,陈宇 ： 25 日 中华路 岛内 价 广场 疯 抢 创维 50 寸 3DLED 补贴 价 3998 元 ， 购 4K 极清 或 高清 一体机 送 千元 豪礼 ， 询 8650335 【 创维集团 】
10597,-1,在未来Keshe凯史先生将揭晓如何凭空制造出石油黄金…等物质,在 未来 Keshe 凯史 先生 将 揭晓 如何 凭空 制造 出 石油 黄金 … 等 物质
10213,-1,明明是客户自己的电脑病毒引起的网银密码泄漏,明明 是 客户 自己 的 电脑病毒 引起 的 网银 密码 泄漏
10821,-1,常州新北万达门口有个七八岁的男孩在日头底下卖莲蓬,常州 新北 万达 门口 有个 七八岁 的 男孩 在 日头 底下 卖 莲蓬
11232,-1,邮政，代丽华，xxxxxxxxxxxxxxxxxxx,邮政 ， 代丽华 ， xxxxxxxxxxxxxxxxxxx
11190,-1,杭州市环境集团清洁直运上城分公司正式挂牌成立,杭州市 环境 集团 清洁 直运 上城 分公司 正式 挂牌 成立
10823,-1,宿迁的克拉嗨谷主题乐园玩的真的很嗨,宿迁 的 克拉 嗨 谷 主题乐园 玩 的 真的 很 嗨
11364,-1,受贿、巨额财产来源不明一案,受贿 、 巨额财产 来源不明 一案
11636,-1,欢迎阁下光临长乐坊娱乐场！长乐坊携手银河、金沙、永利联合经营。打造出亚洲最全最大的真人视讯平台，持有正规权威的菲律宾线上博彩牌照,欢迎 阁下 光临 长乐 坊 娱乐场 ！ 长乐 坊 携手 银河 、 金沙 、 永利 联合经营 。 打造出 亚洲 最全 最大 的 真人 视讯 平台 ， 持有 正规 权威 的 菲律宾 线上 博彩 牌照
10935,-1,到底Windows10带来了哪些不一样的体验,到底 Windows10 带来 了 哪些 不 一样 的 体验
1141,-1,财富收盘版：多空双方盘中激烈争夺后指数险守20日均线，市场短期有趋弱迹象，维持早盘收缩仓位保持谨慎的操作策略。投资建议仅供参考。【招商证券】,财富 收盘 版 ： 多空 双方 盘中 激烈 争夺 后 指数 险守 20 日 均线 ， 市场 短期 有 趋弱 迹象 ， 维持 早盘 收缩 仓位 保持 谨慎 的 操作 策略 。 投资 建议 仅供参考 。 【 招商 证券 】
11701,-1,默默百度了一下~~难道是我要与这世界产生代沟,默默 百度 了 一下 ~ ~ 难道 是 我 要 与 这 世界 产生 代沟
10665,-1,8月12日多云30℃~23℃,8 月 12 日 多云 30 ℃ ~ 23 ℃
11271,-1,林州市人民法院依法判决被告人李生林犯拐卖儿童罪,林州市 人民法院 依法 判决 被告人 李生 林犯 拐卖儿童 罪
10107,-1,就连在飞机上我也买了两件衣服,就 连 在 飞机 上 我 也 买 了 两件 衣服
11349,-1,7南京演唱会看台13区的4排两张连坐诚心出非原价,7 南京 演唱会 看台 13 区 的 4 排 两张 连坐 诚心 出非 原价
11772,-1,深圳金富丽王兆云诚邀您莅临x月东莞展会参观指导！欧式，美式，法式后现代系列产品全新上市！展址：厚街x号馆D一xx。时间：x月xx日一xx日。厂址：深圳龙岗爱联。,深圳 金 富丽 王兆云 诚邀 您 莅临 x 月 东莞 展会 参观指导 ！ 欧式 ， 美式 ， 法式 后现代 系列产品 全新 上市 ！ 展址 ： 厚街 x 号馆 D 一 xx 。 时间 ： x 月 xx 日 一 xx 日 。 厂址 ： 深圳 龙岗 爱联 。
10336,-1,自然世界沐足保健按摩中心欢迎您.专业提供足沐,自然 世界 沐足 保健 按摩 中心 欢迎您 . 专业 提供 足 沐
11608,-1,丹南京路店x/x-x日全店x折活动，仅限三天。详情请到专柜咨询,丹 南京路 店 x / x - x 日 全店 x 折 活动 ， 仅限 三天 。 详情请 到 专柜 咨询
11610,-1,偷狗贼被抓现场：砍伤警察毒镖射伤村民,偷 狗贼 被 抓 现场 ： 砍伤 警察 毒镖 射伤 村民
11201,-1,早昨天下班看到的坦克喂,早 昨天 下班 看到 的 坦克 喂
10788,-1,一电梯维修工回答业主时：电梯不出问题我们维修工吃什么,一 电梯 维修工 回答 业主 时 ： 电梯 不 出 问题 我们 维修工 吃 什么
10496,-1,江苏省人民医院眼科孙红副主任医师答：从您描述的症状来看,江苏省 人民 医院 眼科 孙红 副 主任医师 答 ： 从 您 描述 的 症状 来看
11639,-1,我旗加入了鄂尔多斯旅游产业联盟,我旗 加入 了 鄂尔多斯 旅游 产业 联盟
10461,-1,我院公诉科两名公诉人参加了市院组织的全市公诉工作会,我院 公诉 科 两名 公诉人 参加 了 市院 组织 的 全市 公诉 工作 会
11209,-1,对使用不合格电梯或未委托依法取得许可的单位进行电梯维保等违法行为依法立案查处,对 使用 不 合格 电梯 或 未 委托 依法 取得 许可 的 单位 进行 电梯 维保 等 违法行为 依法 立案查处
10476,-1,采取以手术、放疗、化疗、多细胞靶向治疗为主的综合性治疗措施,采取 以 手术 、 放疗 、 化疗 、 多 细胞 靶向 治疗 为主 的 综合性 治疗 措施
11309,-1,花千骨咋不问问谁杀的霓千丈呢在那哭哭哭的～,花千骨 咋 不 问问 谁 杀 的 霓 千丈 呢 在 那 哭哭 哭 的 ～
10463,-1,成都龙湖欧式古典别墅装修设计,成都 龙湖 欧式 古典 别墅 装修 设计
10419,-1,将投重资2500万英镑扩张业务,将 投 重资 2500 万英镑 扩张 业务
10853,-1,爸爸教育的说转基因食品怎么怎么不好,爸爸 教育 的 说 转基因 食品 怎么 怎么 不好
11721,-1,刷完花千骨刷三叔系列和甄嬛传系列,刷 完花 千骨刷 三叔 系列 和 甄 嬛 传 系列
10078,-1,xx我的微博注册时间竟然是花千骨结束的日子,xx 我 的 微博 注册 时间 竟然 是 花千骨 结束 的 日子
10758,-1,滨海新区防汛抗旱指挥部与区军事部组成的军地联合勘察组,滨海新区 防汛 抗旱 指挥部 与 区 军事部 组成 的 军地 联合 勘察 组
11005,-1,xxxxxxxx下午x：xx南京哒,xxxxxxxx 下午 x ： xx 南京 哒
10792,-1,微信能不能搞个类似于QQ完全屏蔽群消息功能,微信 能 不能 搞个 类似 于 QQ 完全 屏蔽 群 消息 功能
11543,-1,昨儿在延庆看见一江苏牌奥迪开窗扔瓶子的,昨儿 在 延庆 看见 一 江苏 牌 奥迪 开窗 扔 瓶子 的
11398,-1,又有上海的各级法官为以权谋私,又 有 上海 的 各级 法官 为 以权谋私
11139,-1,护理需要把握防晒、清洁、肌肤运动、化妆品使用等四个主要环节,护理 需要 把握 防晒 、 清洁 、 肌肤 运动 、 化妆品 使用 等 四个 主要 环节
10186,-1,xxxx年各区域放射学术会议的现场,xxxx 年 各 区域 放射 学术会议 的 现场
10829,-1,此次全国共有337个镇、村入选,此次 全国 共有 337 个 镇 、 村 入选
11019,-1,软考、公三、职称英语替考火爆招代理中！ 考场安全，给你的代理价最高，结钱最快、最有保证！ x月份拼一把挣x万不是问题。 有意者，速与我,软考 、 公三 、 职称 英语 替考 火爆 招 代理 中 ！   考场 安全 ， 给 你 的 代理 价 最高 ， 结钱 最快 、 最有 保证 ！   x 月份 拼 一把 挣 x 万 不是 问题 。   有意者 ， 速 与 我
10214,-1,长清区政府回复：经双泉镇镇政府调查,长清区 政府 回复 ： 经 双泉 镇 镇政府 调查
1155,-1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2,有人 富贵 有人 平凡 ， 想 知道 你 命里 有 几座 金山 ？ 想 看 你 今年 是否 命犯 桃花 ？ 回 21 加 8 位 出生日期 （ 如 2119810527 ） 生活 娱乐 为 您 探知 蛇 年 开运 法 2
11661,-1,江阴万达广场店xxxx年x月x日最新影讯,江阴 万达 广场 店 xxxx 年 x 月 x 日 最新 影讯
